index,predicted
222368,380000.0
222369,455000.0
222370,403888.0
222371,487944.0
222372,588000.0
222373,400000.0
222374,438000.0
222375,434000.0
222376,448000.0
222377,475000.0
222378,420000.0
222379,440000.0
222380,475000.0
222381,420000.0
222382,362000.0
222383,534500.0
222384,550000.0
222385,534500.0
222386,531000.0
222387,488000.0
222388,488000.0
222389,425000.0
222390,534500.0
222391,595000.0
222392,650000.0
222393,655000.0
222394,634500.0
222395,692000.0
222396,650000.0
222397,550000.0
222398,525000.0
222399,610000.0
222400,980000.0
222401,1003000.0
222402,290000.0
222403,385000.0
222404,360000.0
222405,340000.0
222406,455000.0
222407,430000.0
222408,432000.0
222409,525000.0
222410,450500.0
222411,663888.0
222412,501000.0
222413,435000.0
222414,485000.0
222415,620000.0
222416,978000.0
222417,965000.0
222418,965000.0
222419,230000.0
222420,310000.0
222421,320000.0
222422,275000.0
222423,275000.0
222424,275000.0
222425,275000.0
222426,303000.0
222427,265000.0
222428,423500.0
222429,308000.0
222430,370000.0
222431,325000.0
222432,370000.0
222433,410000.0
222434,380000.0
222435,362000.0
222436,340000.0
222437,332000.0
222438,350800.0
222439,398999.0
222440,343000.0
222441,413000.0
222442,372000.0
222443,355000.0
222444,398000.0
222445,375000.0
222446,440000.0
222447,445000.0
222448,418000.0
222449,450000.0
222450,461000.0
222451,410000.0
222452,395000.0
222453,365000.0
222454,353000.0
222455,315000.0
222456,330000.0
222457,340000.0
222458,329000.0
222459,390000.0
222460,362000.0
222461,491000.0
222462,495000.0
222463,469000.0
222464,535000.0
222465,515000.0
222466,465000.0
222467,486000.0
222468,389296.0
222469,350000.0
222470,465000.0
222471,462000.0
222472,565000.0
222473,390000.0
222474,390000.0
222475,462000.0
222476,598000.0
222477,438000.0
222478,434000.0
222479,582888.0
222480,598000.0
222481,420000.0
222482,450000.0
222483,455000.0
222484,505000.0
222485,520000.0
222486,610000.0
222487,458888.0
222488,458888.0
222489,525000.0
222490,460000.0
222491,595000.0
222492,563000.0
222493,538000.0
222494,575000.0
222495,543000.0
222496,570000.0
222497,585000.0
222498,610000.0
222499,635000.0
222500,610000.0
222501,340000.0
222502,560000.0
222503,390000.0
222504,350000.0
222505,344944.0
222506,318000.0
222507,390000.0
222508,425000.0
222509,420388.0
222510,296250.0
222511,320500.0
222512,356000.0
222513,393500.0
222514,300000.0
222515,368000.0
222516,570000.0
222517,570000.0
222518,650000.0
222519,570000.0
222520,580000.0
222521,660000.0
222522,465000.0
222523,698000.0
222524,620000.0
222525,620000.0
222526,508000.0
222527,448000.0
222528,503000.0
222529,468900.0
222530,461000.0
222531,635000.0
222532,918888.0
222533,918888.0
222534,619000.0
222535,619000.0
222536,619000.0
222537,753000.0
222538,619000.0
222539,663000.0
222540,960000.0
222541,770000.0
222542,858000.0
222543,280000.0
222544,251000.0
222545,265000.0
222546,358888.0
222547,344944.0
222548,300000.0
222549,300000.0
222550,306000.0
222551,250000.0
222552,294000.0
222553,310000.0
222554,323000.0
222555,330000.0
222556,435000.0
222557,368000.0
222558,350000.0
222559,318000.0
222560,290000.0
222561,512000.0
222562,760000.0
222563,660000.0
222564,570000.0
222565,386500.0
222566,708000.0
222567,580000.0
222568,482000.0
222569,483750.0
222570,350000.0
222571,342000.0
222572,372000.0
222573,355000.0
222574,378000.0
222575,363000.0
222576,353000.0
222577,363000.0
222578,550000.0
222579,655000.0
222580,585000.0
222581,625000.0
222582,780000.0
222583,600000.0
222584,668000.0
222585,512000.0
222586,512000.0
222587,770000.0
222588,745000.0
222589,320000.0
222590,340000.0
222591,345000.0
222592,408000.0
222593,318000.0
222594,388000.0
222595,345000.0
222596,330800.0
222597,279500.0
222598,270000.0
222599,308000.0
222600,308000.0
222601,310000.0
222602,310000.0
222603,317000.0
222604,360000.0
222605,360000.0
222606,395000.0
222607,303000.0
222608,303000.0
222609,432500.0
222610,425000.0
222611,518000.0
222612,500000.0
222613,338000.0
222614,460000.0
222615,550000.0
222616,370666.0
222617,390000.0
222618,383000.0
222619,440000.0
222620,388000.0
222621,453000.0
222622,484000.0
222623,390000.0
222624,347000.0
222625,382500.0
222626,377000.0
222627,408000.0
222628,373500.0
222629,390000.0
222630,510000.0
222631,428000.0
222632,387000.0
222633,375000.0
222634,392888.0
222635,455000.0
222636,428000.0
222637,466000.0
222638,453000.0
222639,438000.0
222640,466000.0
222641,458888.0
222642,428000.0
222643,520000.0
222644,440000.0
222645,520000.0
222646,529000.0
222647,468500.0
222648,555000.0
222649,600000.0
222650,600000.0
222651,638000.0
222652,545000.0
222653,584000.0
222654,580000.0
222655,468000.0
222656,530000.0
222657,478000.0
222658,435000.0
222659,588000.0
222660,728000.0
222661,430000.0
222662,530000.0
222663,520000.0
222664,510789.0
222665,498000.0
222666,570000.0
222667,733000.0
222668,710000.0
222669,732000.0
222670,660000.0
222671,638000.0
222672,720000.0
222673,630000.0
222674,616000.0
222675,610000.0
222676,720000.0
222677,620000.0
222678,820000.0
222679,890000.0
222680,720000.0
222681,670800.0
222682,635500.0
222683,660000.0
222684,660000.0
222685,688000.0
222686,260000.0
222687,265000.0
222688,264500.0
222689,370000.0
222690,330000.0
222691,334500.0
222692,280000.0
222693,330000.0
222694,280000.0
222695,330000.0
222696,315000.0
222697,327000.0
222698,403888.0
222699,420000.0
222700,455000.0
222701,438000.0
222702,432000.0
222703,455000.0
222704,398000.0
222705,465000.0
222706,417000.0
222707,465000.0
222708,635000.0
222709,623000.0
222710,630000.0
222711,595000.0
222712,632000.0
222713,500000.0
222714,550000.0
222715,426000.0
222716,596800.0
222717,495000.0
222718,670000.0
222719,650000.0
222720,670000.0
222721,745000.0
222722,806000.0
222723,806000.0
222724,750000.0
222725,225000.0
222726,235000.0
222727,287000.0
222728,250000.0
222729,277000.0
222730,320000.0
222731,250000.0
222732,290000.0
222733,225000.0
222734,320000.0
222735,271000.0
222736,322000.0
222737,284000.0
222738,310750.0
222739,284000.0
222740,284000.0
222741,310750.0
222742,310750.0
222743,287000.0
222744,265000.0
222745,273000.0
222746,329000.0
222747,373000.0
222748,415000.0
222749,303000.0
222750,373000.0
222751,356000.0
222752,313000.0
222753,315000.0
222754,256500.0
222755,336000.0
222756,330000.0
222757,336000.0
222758,325000.0
222759,255000.0
222760,303000.0
222761,303000.0
222762,418000.0
222763,428800.0
222764,395000.0
222765,370000.0
222766,398000.0
222767,398000.0
222768,428800.0
222769,357000.0
222770,353000.0
222771,455000.0
222772,440000.0
222773,376000.0
222774,388500.0
222775,417000.0
222776,385000.0
222777,433000.0
222778,442000.0
222779,398000.0
222780,315000.0
222781,420000.0
222782,472000.0
222783,395000.0
222784,405000.0
222785,460000.0
222786,403000.0
222787,460000.0
222788,439000.0
222789,341000.0
222790,430000.0
222791,405000.0
222792,435000.0
222793,388000.0
222794,440000.0
222795,390000.0
222796,445000.0
222797,425000.0
222798,373000.0
222799,440000.0
222800,405000.0
222801,352000.0
222802,420000.0
222803,420000.0
222804,330000.0
222805,330000.0
222806,350000.0
222807,330000.0
222808,330000.0
222809,330000.0
222810,330000.0
222811,330000.0
222812,330000.0
222813,368000.0
222814,340000.0
222815,368000.0
222816,368000.0
222817,415000.0
222818,330000.0
222819,475000.0
222820,402000.0
222821,385000.0
222822,488000.0
222823,455000.0
222824,390000.0
222825,362000.0
222826,420000.0
222827,445000.0
222828,362000.0
222829,462000.0
222830,580000.0
222831,420000.0
222832,361500.0
222833,380000.0
222834,385000.0
222835,500000.0
222836,622000.0
222837,475000.0
222838,622000.0
222839,468000.0
222840,525000.0
222841,460000.0
222842,480000.0
222843,390000.0
222844,517000.0
222845,460000.0
222846,508000.0
222847,520000.0
222848,526800.0
222849,515000.0
222850,455000.0
222851,580000.0
222852,526800.0
222853,472500.0
222854,526800.0
222855,500000.0
222856,525000.0
222857,517000.0
222858,510000.0
222859,478000.0
222860,425000.0
222861,435000.0
222862,420000.0
222863,438000.0
222864,445000.0
222865,447000.0
222866,445000.0
222867,445000.0
222868,385000.0
222869,450000.0
222870,440000.0
222871,465000.0
222872,542000.0
222873,485000.0
222874,400000.0
222875,530000.0
222876,572000.0
222877,393000.0
222878,600000.0
222879,570000.0
222880,588000.0
222881,570000.0
222882,570000.0
222883,548000.0
222884,523000.0
222885,540000.0
222886,535000.0
222887,370000.0
222888,370000.0
222889,295000.0
222890,344944.0
222891,500000.0
222892,423800.0
222893,326000.0
222894,413000.0
222895,455000.0
222896,441000.0
222897,346000.0
222898,323333.33
222899,278000.0
222900,247500.0
222901,250000.0
222902,247500.0
222903,346000.0
222904,347388.0
222905,530000.0
222906,280000.0
222907,306000.0
222908,306000.0
222909,345000.0
222910,418000.0
222911,359000.0
222912,310000.0
222913,275000.0
222914,295962.67
222915,710000.0
222916,680000.0
222917,781888.0
222918,620000.0
222919,690000.0
222920,449000.0
222921,440000.0
222922,480000.0
222923,480000.0
222924,530000.0
222925,486000.0
222926,498888.0
222927,545000.0
222928,420888.0
222929,605000.0
222930,655000.0
222931,700000.0
222932,700000.0
222933,527000.0
222934,330000.0
222935,575000.0
222936,580000.0
222937,1100000.0
222938,591000.0
222939,850000.0
222940,718000.0
222941,630000.0
222942,830000.0
222943,818000.0
222944,756000.0
222945,660000.0
222946,688000.0
222947,653000.0
222948,805000.0
222949,833000.0
222950,780000.0
222951,402000.0
222952,403000.0
222953,440000.0
222954,440000.0
222955,419500.0
222956,440000.0
222957,628000.0
222958,570000.0
222959,481500.0
222960,520000.0
222961,860000.0
222962,880000.0
222963,880000.0
222964,880000.0
222965,860000.0
222966,338000.0
222967,405000.0
222968,380000.0
222969,428000.0
222970,441000.0
222971,441000.0
222972,470000.0
222973,415000.0
222974,422000.0
222975,425000.0
222976,395000.0
222977,450000.0
222978,413000.0
222979,500000.0
222980,400000.0
222981,469000.0
222982,425000.0
222983,428000.0
222984,428000.0
222985,410000.0
222986,420000.0
222987,436000.0
222988,380000.0
222989,415000.0
222990,460000.0
222991,440000.0
222992,450000.0
222993,486888.0
222994,460000.0
222995,428000.0
222996,450000.0
222997,480000.0
222998,475500.0
222999,480000.0
223000,512000.0
223001,492000.0
223002,537500.0
223003,537500.0
223004,568000.0
223005,515000.0
223006,520000.0
223007,548000.0
223008,521000.0
223009,521000.0
223010,515000.0
223011,450000.0
223012,621000.0
223013,640000.0
223014,621000.0
223015,560000.0
223016,678000.0
223017,520000.0
223018,620000.0
223019,520000.0
223020,520000.0
223021,650000.0
223022,595000.0
223023,545000.0
223024,545000.0
223025,588000.0
223026,500000.0
223027,768000.0
223028,730000.0
223029,760000.0
223030,645000.0
223031,263000.0
223032,255000.0
223033,250000.0
223034,260000.0
223035,350000.0
223036,362000.0
223037,362000.0
223038,362000.0
223039,360000.0
223040,328000.0
223041,370000.0
223042,366000.0
223043,328000.0
223044,368000.0
223045,328000.0
223046,362000.0
223047,457000.0
223048,475000.0
223049,408000.0
223050,372000.0
223051,500000.0
223052,415000.0
223053,408000.0
223054,425000.0
223055,440000.0
223056,445000.0
223057,372000.0
223058,455000.0
223059,500000.0
223060,450000.0
223061,405000.0
223062,476000.0
223063,440000.0
223064,438000.0
223065,455000.0
223066,440000.0
223067,405000.0
223068,425888.0
223069,425888.0
223070,440000.0
223071,440000.0
223072,355000.0
223073,325000.0
223074,480000.0
223075,465000.0
223076,520000.0
223077,480000.0
223078,465000.0
223079,448000.0
223080,400000.0
223081,385000.0
223082,463000.0
223083,395000.0
223084,378000.0
223085,475888.0
223086,475888.0
223087,465000.0
223088,450000.0
223089,400000.0
223090,520000.0
223091,500000.0
223092,500000.0
223093,520000.0
223094,482800.0
223095,530000.0
223096,408000.0
223097,355000.0
223098,450000.0
223099,550000.0
223100,465000.0
223101,452000.0
223102,365888.0
223103,480000.0
223104,355000.0
223105,438000.0
223106,450000.0
223107,442000.0
223108,468000.0
223109,475000.0
223110,350000.0
223111,500000.0
223112,510000.0
223113,465000.0
223114,420000.0
223115,365000.0
223116,512000.0
223117,415000.0
223118,415000.0
223119,390000.0
223120,470000.0
223121,465000.0
223122,502000.0
223123,472000.0
223124,440000.0
223125,470000.0
223126,465000.0
223127,418000.0
223128,465000.0
223129,418000.0
223130,463000.0
223131,440000.0
223132,540000.0
223133,425000.0
223134,430000.0
223135,415000.0
223136,540000.0
223137,430000.0
223138,435000.0
223139,508000.0
223140,432000.0
223141,495000.0
223142,415000.0
223143,540000.0
223144,415000.0
223145,415000.0
223146,497500.0
223147,502000.0
223148,442000.0
223149,442000.0
223150,420000.0
223151,490000.0
223152,377500.0
223153,638000.0
223154,490000.0
223155,502000.0
223156,410000.0
223157,425000.0
223158,427000.0
223159,588000.0
223160,502000.0
223161,588000.0
223162,550000.0
223163,533888.0
223164,533888.0
223165,602900.0
223166,620000.0
223167,570000.0
223168,631000.0
223169,228000.0
223170,340000.0
223171,350000.0
223172,340000.0
223173,486000.0
223174,370000.0
223175,347000.0
223176,375000.0
223177,442000.0
223178,415000.0
223179,488000.0
223180,448000.0
223181,430000.0
223182,425000.0
223183,435000.0
223184,400000.0
223185,340000.0
223186,409500.0
223187,455000.0
223188,608000.0
223189,484000.0
223190,600000.0
223191,397000.0
223192,445000.0
223193,350000.0
223194,720000.0
223195,430000.0
223196,489000.0
223197,560000.0
223198,725000.0
223199,682000.0
223200,780000.0
223201,700000.0
223202,750000.0
223203,595000.0
223204,540000.0
223205,700000.0
223206,765000.0
223207,565000.0
223208,728000.0
223209,610000.0
223210,610000.0
223211,460000.0
223212,480000.0
223213,650000.0
223214,670000.0
223215,618000.0
223216,618000.0
223217,765000.0
223218,633000.0
223219,710000.0
223220,750000.0
223221,752000.0
223222,790000.0
223223,690000.0
223224,800000.0
223225,800000.0
223226,850000.0
223227,939999.0
223228,815000.0
223229,900000.0
223230,841388.0
223231,825000.0
223232,800000.0
223233,890000.0
223234,455000.0
223235,365000.0
223236,425000.0
223237,435000.0
223238,415000.0
223239,410000.0
223240,400000.0
223241,371888.0
223242,355000.0
223243,350000.0
223244,403000.0
223245,425000.0
223246,461000.0
223247,403000.0
223248,455000.0
223249,428000.0
223250,425000.0
223251,398000.0
223252,452500.0
223253,400000.0
223254,325000.0
223255,357000.0
223256,415000.0
223257,428000.0
223258,409000.0
223259,391000.0
223260,465000.0
223261,398000.0
223262,460000.0
223263,515888.0
223264,485000.0
223265,400000.0
223266,520000.0
223267,497000.0
223268,530000.0
223269,481000.0
223270,493000.0
223271,375000.0
223272,375000.0
223273,448888.0
223274,510000.0
223275,455000.0
223276,508000.0
223277,498000.0
223278,527000.0
223279,515000.0
223280,588000.0
223281,466000.0
223282,548000.0
223283,465000.0
223284,550000.0
223285,238500.0
223286,235000.0
223287,245000.0
223288,215000.0
223289,215000.0
223290,215000.0
223291,281000.0
223292,355000.0
223293,355000.0
223294,340000.0
223295,345000.0
223296,320000.0
223297,270000.0
223298,345000.0
223299,345000.0
223300,403000.0
223301,373000.0
223302,400000.0
223303,373000.0
223304,420000.0
223305,388000.0
223306,400000.0
223307,400000.0
223308,465000.0
223309,566000.0
223310,525000.0
223311,465000.0
223312,355000.0
223313,355000.0
223314,435000.0
223315,449000.0
223316,445000.0
223317,366000.0
223318,432888.0
223319,415000.0
223320,465000.0
223321,465000.0
223322,415000.0
223323,449000.0
223324,503000.0
223325,408000.0
223326,543000.0
223327,503000.0
223328,535000.0
223329,465000.0
223330,483000.0
223331,483000.0
223332,445000.0
223333,357500.0
223334,420000.0
223335,379000.0
223336,365000.0
223337,365000.0
223338,360000.0
223339,420000.0
223340,385000.0
223341,442000.0
223342,485000.0
223343,385000.0
223344,428000.0
223345,357500.0
223346,368000.0
223347,435000.0
223348,350000.0
223349,428000.0
223350,373000.0
223351,415000.0
223352,458000.0
223353,380000.0
223354,420000.0
223355,360000.0
223356,330000.0
223357,330000.0
223358,393000.0
223359,400000.0
223360,330000.0
223361,330000.0
223362,330000.0
223363,380000.0
223364,330000.0
223365,330000.0
223366,380000.0
223367,380000.0
223368,360000.0
223369,438000.0
223370,375000.0
223371,330000.0
223372,397000.0
223373,430000.0
223374,430000.0
223375,415000.0
223376,380000.0
223377,463000.0
223378,492888.0
223379,540000.0
223380,483000.0
223381,559000.0
223382,540000.0
223383,395000.0
223384,403000.0
223385,475000.0
223386,475000.0
223387,420000.0
223388,418888.0
223389,485000.0
223390,440000.0
223391,455000.0
223392,385000.0
223393,420000.0
223394,555000.0
223395,485000.0
223396,485000.0
223397,395000.0
223398,400000.0
223399,530000.0
223400,530000.0
223401,555000.0
223402,400000.0
223403,555000.0
223404,435000.0
223405,530000.0
223406,510000.0
223407,470000.0
223408,518800.0
223409,415500.0
223410,530000.0
223411,470000.0
223412,580000.0
223413,558000.0
223414,518800.0
223415,430000.0
223416,505000.0
223417,517000.0
223418,558000.0
223419,450000.0
223420,534333.33
223421,491800.0
223422,552000.0
223423,534333.33
223424,491800.0
223425,534333.33
223426,512000.0
223427,533000.0
223428,410000.0
223429,410000.0
223430,463000.0
223431,461500.0
223432,407000.0
223433,407000.0
223434,410000.0
223435,500000.0
223436,470000.0
223437,482000.0
223438,407000.0
223439,513000.0
223440,460000.0
223441,485000.0
223442,495000.0
223443,522000.0
223444,460000.0
223445,580000.0
223446,565000.0
223447,565000.0
223448,640000.0
223449,558000.0
223450,520000.0
223451,580888.0
223452,518000.0
223453,585000.0
223454,620000.0
223455,640000.0
223456,602000.0
223457,630000.0
223458,545000.0
223459,575000.0
223460,500000.0
223461,518000.0
223462,365000.0
223463,346000.0
223464,307000.0
223465,320000.0
223466,328000.0
223467,416888.0
223468,312500.0
223469,330000.0
223470,469000.0
223471,610000.0
223472,458000.0
223473,443800.0
223474,525000.0
223475,518000.0
223476,550000.0
223477,475000.0
223478,475000.0
223479,460000.0
223480,460000.0
223481,398000.0
223482,385000.0
223483,413000.0
223484,370000.0
223485,370000.0
223486,412000.0
223487,446000.0
223488,430000.0
223489,650000.0
223490,730000.0
223491,488444.0
223492,482000.0
223493,482000.0
223494,485000.0
223495,493000.0
223496,795000.0
223497,859000.0
223498,638000.0
223499,720000.0
223500,678000.0
223501,670000.0
223502,281000.0
223503,281000.0
223504,250000.0
223505,350000.0
223506,310000.0
223507,370000.0
223508,376000.0
223509,320000.0
223510,360000.0
223511,342000.0
223512,389000.0
223513,340000.0
223514,393000.0
223515,393000.0
223516,310000.0
223517,295000.0
223518,340000.0
223519,340000.0
223520,300000.0
223521,333000.0
223522,400000.0
223523,360000.0
223524,310000.0
223525,388000.0
223526,340000.0
223527,352000.0
223528,348000.0
223529,352000.0
223530,340000.0
223531,405000.0
223532,348000.0
223533,382000.0
223534,382000.0
223535,348000.0
223536,510000.0
223537,452888.0
223538,510000.0
223539,465000.0
223540,440000.0
223541,457000.0
223542,499000.0
223543,410000.0
223544,506000.0
223545,530000.0
223546,425000.0
223547,430000.0
223548,410000.0
223549,430000.0
223550,462000.0
223551,425000.0
223552,425000.0
223553,450000.0
223554,465000.0
223555,400000.0
223556,440000.0
223557,440000.0
223558,454000.0
223559,455000.0
223560,398000.0
223561,398000.0
223562,475000.0
223563,416800.0
223564,340000.0
223565,380000.0
223566,450000.0
223567,410000.0
223568,350000.0
223569,430000.0
223570,450000.0
223571,395000.0
223572,430000.0
223573,440888.0
223574,456000.0
223575,413000.0
223576,443000.0
223577,493000.0
223578,473250.0
223579,370000.0
223580,508500.0
223581,438500.0
223582,508500.0
223583,730000.0
223584,720000.0
223585,555000.0
223586,530000.0
223587,592000.0
223588,635000.0
223589,470000.0
223590,470000.0
223591,570000.0
223592,555000.0
223593,730000.0
223594,650000.0
223595,550000.0
223596,520000.0
223597,526000.0
223598,565000.0
223599,475000.0
223600,475000.0
223601,537500.0
223602,510000.0
223603,480000.0
223604,490000.0
223605,536000.0
223606,473500.0
223607,530000.0
223608,560000.0
223609,540000.0
223610,550000.0
223611,505000.0
223612,523000.0
223613,498000.0
223614,470000.0
223615,470000.0
223616,620000.0
223617,531500.0
223618,505000.0
223619,490000.0
223620,685000.0
223621,630000.0
223622,640000.0
223623,630000.0
223624,630000.0
223625,752000.0
223626,642000.0
223627,695000.0
223628,642000.0
223629,663000.0
223630,614000.0
223631,696000.0
223632,675000.0
223633,640000.0
223634,780000.0
223635,850000.0
223636,210000.0
223637,210000.0
223638,288000.0
223639,288000.0
223640,314000.0
223641,301500.0
223642,318000.0
223643,354000.0
223644,374000.0
223645,305000.0
223646,374000.0
223647,288888.0
223648,328000.0
223649,305000.0
223650,296800.0
223651,285000.0
223652,320000.0
223653,277500.0
223654,288000.0
223655,346000.0
223656,345000.0
223657,275000.0
223658,260000.0
223659,390000.0
223660,293000.0
223661,297500.0
223662,288000.0
223663,390000.0
223664,315000.0
223665,333000.0
223666,765000.0
223667,548000.0
223668,505000.0
223669,755000.0
223670,610000.0
223671,608888.0
223672,610000.0
223673,608888.0
223674,639000.0
223675,668000.0
223676,420000.0
223677,405000.0
223678,630000.0
223679,437000.0
223680,437000.0
