index,predicted
222235,504570.24
222236,482274.49
222237,548609.28
222238,620390.35
222239,548609.28
222240,519701.5
222241,612965.74
222242,549711.35
222243,674802.72
222244,635026.83
222245,688834.17
222246,657998.51
222247,658513.45
222248,664131.1
222249,602386.51
222250,692729.28
222251,656399.67
222252,230274.57
222253,223589.5
222254,325180.91
222255,286318.0
222256,316903.7
222257,431861.77
222258,396745.58
222259,386650.46
222260,490826.35
222261,498931.48
222262,460160.35
222263,629867.34
222264,533638.37
222265,428105.29
222266,428105.29
222267,474423.33
222268,452731.66
222269,442598.27
222270,421052.49
222271,492509.99
222272,382361.95
222273,350187.77
222274,627015.6
222275,423116.4
222276,463091.22
222277,460826.91
222278,422041.8
222279,413520.23
222280,411320.34
222281,690010.14
222282,952834.62
222283,741382.11
222284,602390.69
222285,602341.56
222286,576765.12
222287,683339.09
222288,678691.99
222289,793183.89
222290,661378.45
222291,522995.97
222292,619567.37
222293,652021.27
222294,703816.67
222295,714957.01
222296,681070.3
222297,808533.94
222298,612183.05
222299,595167.06
222300,609190.33
222301,613670.2
222302,783891.63
222303,680825.61
222304,605581.22
222305,670722.69
222306,584773.65
222307,742727.59
222308,756404.32
222309,663958.88
222310,474018.57
222311,609115.95
222312,552794.02
222313,525982.8
222314,483460.06
222315,762251.21
222316,783326.17
222317,1103741.34
222318,768536.96
222319,843861.37
222320,753529.27
222321,721776.95
222322,775297.04
222323,768655.23
222324,738879.31
222325,671462.85
222326,765138.33
222327,708304.42
222328,688387.5
222329,782489.0
222330,683489.28
222331,793652.79
222332,770710.57
222333,272254.62
222334,264735.32
222335,279247.05
222336,278671.76
222337,259474.66
222338,330962.07
222339,360954.28
222340,410747.44
222341,396243.78
222342,401192.31
222343,390040.33
222344,391126.67
222345,424533.72
222346,425461.02
222347,405486.66
222348,398940.44
222349,398272.35
222350,388707.5
222351,391057.62
222352,424258.72
222353,427368.09
222354,392587.4
222355,342068.3
222356,394583.56
222357,382523.47
222358,374826.29
222359,321718.68
222360,378579.29
222361,438107.87
222362,407473.85
222363,417554.01
222364,431081.37
222365,472023.6
222366,447880.18
222367,495208.09
222368,472158.03
222369,480270.62
222370,482223.67
222371,490013.98
222372,516622.28
222373,478063.33
222374,484912.28
222375,502455.91
222376,506203.53
222377,495770.84
222378,502017.79
222379,463892.57
222380,480799.46
222381,485199.56
222382,453512.54
222383,527230.71
222384,556286.2
222385,446331.39
222386,573906.94
222387,481001.09
222388,481001.09
222389,538160.08
222390,446341.21
222391,631217.56
222392,613286.16
222393,608855.55
222394,630046.7
222395,633303.44
222396,613295.98
222397,618049.01
222398,554876.56
222399,657138.93
222400,899658.65
222401,893909.67
222402,314584.01
222403,423042.35
222404,469382.24
222405,388441.85
222406,421716.73
222407,424510.71
222408,421003.23
222409,482099.77
222410,389216.09
222411,517538.95
222412,534400.32
222413,507555.52
222414,558989.9
222415,575763.44
222416,988111.18
222417,1037818.19
222418,1037808.36
222419,216707.09
222420,322501.54
222421,321163.36
222422,204656.12
222423,185917.1
222424,206733.39
222425,185917.1
222426,231337.92
222427,231593.36
222428,384878.65
222429,376243.56
222430,363506.1
222431,358548.3
222432,359413.44
222433,401087.19
222434,373369.8
222435,395847.14
222436,402822.03
222437,366367.81
222438,348680.46
222439,391867.13
222440,387705.84
222441,387847.23
222442,409245.61
222443,366623.66
222444,363038.14
222445,361995.98
222446,376107.14
222447,357280.44
222448,362197.21
222449,409004.99
222450,363572.18
222451,367759.03
222452,422451.4
222453,405800.2
222454,378739.25
222455,425511.65
222456,359123.95
222457,292987.4
222458,312821.93
222459,360025.81
222460,460469.65
222461,467248.21
222462,477111.43
222463,456637.0
222464,475116.49
222465,507123.47
222466,464578.26
222467,450662.22
222468,459593.3
222469,432699.37
222470,481230.72
222471,442857.43
222472,462417.17
222473,460659.56
222474,460187.96
222475,466873.04
222476,456051.05
222477,450141.97
222478,479254.57
222479,483250.1
222480,473184.46
222481,478562.67
222482,466268.22
222483,489208.21
222484,465231.49
222485,499947.29
222486,486924.87
222487,386122.3
222488,386515.3
222489,566192.03
222490,557129.48
222491,551694.98
222492,618730.18
222493,560191.06
222494,590825.4
222495,563866.69
222496,578245.68
222497,598356.83
222498,581246.29
222499,605944.44
222500,581246.29
222501,485640.91
222502,524662.59
222503,366426.16
222504,378529.85
222505,368173.92
222506,391904.6
222507,379078.35
222508,385699.03
222509,390687.13
222510,409195.62
222511,374048.62
222512,377142.78
222513,417324.29
222514,377998.03
222515,388042.99
222516,655230.6
222517,633209.54
222518,638461.5
222519,659639.27
222520,501044.23
222521,652633.04
222522,471369.17
222523,609302.07
222524,485854.28
222525,485854.28
222526,506577.92
222527,519021.54
222528,478270.84
222529,471585.76
222530,457097.76
222531,634672.24
222532,689397.21
222533,713142.46
222534,710711.35
222535,687935.12
222536,602526.45
222537,681704.98
222538,595880.68
222539,620472.93
222540,833080.2
222541,777492.4
222542,759846.73
222543,285331.28
222544,193290.48
222545,196385.53
222546,356979.58
222547,366267.36
222548,292855.61
222549,294383.18
222550,321606.97
222551,279125.33
222552,284111.89
222553,260678.6
222554,324906.88
222555,339031.25
222556,542151.55
222557,325480.16
222558,376744.21
222559,358728.61
222560,350520.53
222561,548435.65
222562,550994.63
222563,571410.94
222564,553458.19
222565,441938.52
222566,549728.27
222567,531482.96
222568,480854.01
222569,518358.13
222570,465071.21
222571,456814.66
222572,430358.82
222573,447915.33
222574,445100.7
222575,456637.81
222576,455753.57
222577,438825.86
222578,603438.45
222579,640210.69
222580,722270.23
222581,610511.25
222582,688503.59
222583,624447.78
222584,603080.54
222585,584558.15
222586,584813.6
222587,730515.6
222588,762959.3
222589,364998.93
222590,300228.98
222591,402995.21
222592,330787.0
222593,355996.16
222594,298659.88
222595,283126.48
222596,292745.7
222597,284265.89
222598,310547.72
222599,262580.0
222600,260590.91
222601,288835.67
222602,281196.94
222603,266381.36
222604,300964.29
222605,325638.16
222606,408031.19
222607,498686.15
222608,498646.85
222609,451984.68
222610,365355.15
222611,450914.42
222612,436338.42
222613,381375.85
222614,449175.85
222615,421927.71
222616,372272.32
222617,362157.56
222618,427063.39
222619,445678.08
222620,419782.54
222621,439684.55
222622,428258.37
222623,372639.64
222624,360252.73
222625,434417.83
222626,429917.31
222627,420281.35
222628,362034.31
222629,461254.1
222630,472376.46
222631,450257.53
222632,445087.81
222633,429142.49
222634,429260.39
222635,442238.91
222636,428325.82
222637,429670.96
222638,430870.01
222639,427731.16
222640,450930.88
222641,426019.06
222642,461828.37
222643,482280.27
222644,452917.44
222645,475614.85
222646,524093.81
222647,497062.44
222648,517982.44
222649,551995.38
222650,548272.31
222651,534343.88
222652,517484.71
222653,548549.05
222654,520299.41
222655,512487.39
222656,537078.53
222657,518524.53
222658,507392.79
222659,511224.0
222660,686915.85
222661,509821.03
222662,550409.73
222663,523691.7
222664,544948.91
222665,536366.93
222666,510710.3
222667,640171.81
222668,652064.31
222669,631123.35
222670,648782.19
222671,655181.04
222672,694013.61
222673,661800.99
222674,666160.2
222675,633669.33
222676,651839.53
222677,640495.6
222678,635824.04
222679,677588.94
222680,687772.7
222681,687022.97
222682,625063.94
222683,641814.65
222684,651948.04
222685,691531.88
222686,295158.24
222687,335003.85
222688,306703.46
222689,360618.49
222690,299386.07
222691,306664.02
222692,306811.39
222693,299737.23
222694,314154.81
222695,297604.17
222696,315887.26
222697,409835.75
222698,407306.82
222699,464741.0
222700,474874.38
222701,461194.77
222702,444723.42
222703,416366.3
222704,416179.63
222705,586237.9
222706,436004.25
222707,541017.77
222708,522416.0
222709,554784.56
222710,616034.09
222711,534248.19
222712,558415.83
222713,512692.95
222714,565737.16
222715,498262.36
222716,583279.38
222717,556788.87
222718,572294.65
222719,553563.21
222720,563447.95
222721,681826.24
222722,668234.03
222723,668234.03
222724,728861.12
222725,148627.71
222726,233519.46
222727,261801.31
222728,203480.85
222729,231730.49
222730,352331.44
222731,236962.15
222732,370084.44
222733,212563.38
222734,352311.79
222735,239286.5
222736,259174.81
222737,222340.32
222738,239186.69
222739,222468.05
222740,222428.75
222741,239186.69
222742,212363.1
222743,207604.01
222744,186320.5
222745,273935.15
222746,246488.44
222747,264022.1
222748,311095.01
222749,236246.16
222750,272318.89
222751,249951.4
222752,282423.83
222753,253996.15
222754,249830.11
222755,275401.6
222756,257429.05
222757,275170.19
222758,378658.93
222759,211247.7
222760,178439.73
222761,186087.79
222762,480435.04
222763,399487.82
222764,380862.15
222765,391015.54
222766,389422.18
222767,392561.03
222768,399487.82
222769,391616.88
222770,401296.39
222771,393437.24
222772,403365.33
222773,354522.44
222774,367065.68
222775,387762.99
222776,386161.52
222777,407335.16
222778,418606.48
222779,388961.6
222780,324217.45
222781,405221.07
222782,411686.12
222783,372919.07
222784,360810.35
222785,394862.36
222786,426177.07
222787,391179.76
222788,413917.88
222789,380716.56
222790,432650.94
222791,393447.29
222792,410286.43
222793,423206.22
222794,403090.36
222795,477685.63
222796,386398.48
222797,406793.71
222798,394227.83
222799,439682.8
222800,393589.22
222801,374288.29
222802,385581.16
222803,414137.52
222804,377080.26
222805,393801.5
222806,408555.84
222807,377198.16
222808,394492.53
222809,391137.54
222810,387273.63
222811,396639.08
222812,393549.35
222813,390570.61
222814,432422.29
222815,390501.83
222816,407340.97
222817,425756.86
222818,376645.82
222819,441719.86
222820,415306.99
222821,409648.91
222822,445197.31
222823,397823.84
222824,458330.0
222825,437953.85
222826,486982.3
222827,516037.15
222828,479429.8
222829,483028.91
222830,497329.72
222831,500824.58
222832,487261.83
222833,520354.86
222834,506193.87
222835,476125.46
222836,516063.09
222837,609520.96
222838,501498.07
222839,515273.63
222840,503164.32
222841,469212.08
222842,481177.28
222843,463414.45
222844,471017.89
222845,461573.85
222846,474415.77
222847,486274.51
222848,499862.48
222849,507500.72
222850,466738.24
222851,496496.31
222852,507559.67
222853,491917.56
222854,465162.84
222855,491219.99
222856,501343.55
222857,495577.42
222858,494241.24
222859,485072.06
222860,485261.96
222861,481851.73
222862,470628.63
222863,488401.28
222864,482886.21
222865,459289.0
222866,478678.46
222867,481473.44
222868,485131.31
222869,500109.67
222870,465493.47
222871,518356.48
222872,514539.06
222873,528907.06
222874,471794.13
222875,483046.09
222876,593536.31
222877,585593.54
222878,641743.93
222879,641649.67
222880,611029.5
222881,589114.62
222882,603987.12
222883,600874.81
222884,579433.18
222885,603477.37
222886,582654.29
222887,417369.2
222888,411098.88
222889,381496.05
222890,373025.33
222891,501319.99
222892,400183.86
222893,406317.3
222894,376319.75
222895,435414.67
222896,523946.46
222897,424434.35
222898,392942.89
222899,310753.23
222900,297913.2
222901,293222.43
222902,297913.2
222903,369877.98
222904,375059.76
222905,522504.34
222906,279211.77
222907,319431.95
222908,336182.67
222909,413575.85
222910,387821.96
222911,373251.93
222912,347364.34
222913,338680.1
222914,327062.13
222915,667757.41
222916,596005.82
222917,771435.9
222918,556359.78
222919,668610.91
222920,476708.69
222921,475217.15
222922,479895.33
222923,497658.15
222924,479293.95
222925,546370.5
222926,543792.14
222927,575540.14
222928,433576.15
222929,528957.53
222930,684500.65
222931,622872.62
222932,687261.43
222933,552024.03
222934,478506.92
222935,551799.15
222936,562914.6
222937,941313.18
222938,591748.98
222939,610263.94
222940,749559.85
222941,637592.07
222942,726838.78
222943,716757.71
222944,667192.75
222945,642370.77
222946,674436.8
222947,661474.04
222948,779671.98
222949,785417.88
222950,752104.4
222951,441714.08
222952,488122.97
222953,477115.83
222954,468349.26
222955,435277.75
222956,471612.85
222957,582710.72
222958,562822.41
222959,552663.6
222960,572551.9
222961,709897.92
222962,725356.35
222963,787676.3
222964,783957.79
222965,798214.18
222966,237737.79
222967,429396.57
222968,398293.89
222969,417761.82
222970,407367.84
222971,408895.39
222972,414748.8
222973,433210.86
222974,399080.65
222975,429723.59
222976,425380.84
222977,407731.36
222978,408929.99
222979,472163.61
222980,408908.06
222981,439709.13
222982,412030.55
222983,412882.57
222984,414910.15
222985,434392.34
222986,414876.88
222987,436274.35
222988,422125.46
222989,414894.1
222990,549478.39
222991,476036.16
222992,498757.48
222993,500600.89
222994,494391.97
222995,517277.9
222996,521654.39
222997,556393.23
222998,487268.79
222999,531945.33
223000,508670.48
223001,479333.37
223002,523133.91
223003,526459.43
223004,549980.15
223005,502268.0
223006,522187.04
223007,497866.86
223008,545734.53
223009,545705.06
223010,525257.11
223011,496348.38
223012,628431.87
223013,633407.99
223014,625273.38
223015,590778.05
223016,621523.3
223017,625258.09
223018,634461.37
223019,625258.09
223020,623988.35
223021,613941.05
223022,627478.27
223023,602594.05
223024,603045.99
223025,623097.16
223026,622768.03
223027,615956.63
223028,634442.9
223029,651894.3
223030,609989.93
223031,275230.1
223032,225318.85
223033,236089.14
223034,246203.91
223035,346525.84
223036,351077.38
223037,351116.68
223038,351038.08
223039,330059.22
223040,381177.67
223041,339475.77
223042,345281.95
223043,296891.21
223044,321329.28
223045,361032.85
223046,350909.29
223047,389772.56
223048,442354.62
223049,417906.72
223050,431346.74
223051,489943.97
223052,413455.69
223053,411040.45
223054,471073.95
223055,450279.79
223056,443575.07
223057,413514.64
223058,480262.18
223059,489845.72
223060,453866.01
223061,419294.55
223062,467625.08
223063,430967.45
223064,437652.52
223065,473813.26
223066,430967.45
223067,425552.6
223068,427070.33
223069,426991.73
223070,430987.1
223071,443732.62
223072,544564.38
223073,509953.62
223074,455609.97
223075,436039.36
223076,462913.63
223077,455649.27
223078,436216.2
223079,466636.0
223080,439751.9
223081,395969.27
223082,384293.27
223083,456532.09
223084,411605.99
223085,448732.3
223086,448693.0
223087,436167.08
223088,435203.39
223089,439791.2
223090,481943.22
223091,455927.81
223092,465479.59
223093,482555.25
223094,458794.52
223095,491401.96
223096,431185.21
223097,438070.79
223098,448077.48
223099,460913.94
223100,464836.99
223101,465766.5
223102,464984.36
223103,452081.95
223104,438090.44
223105,437952.89
223106,448077.48
223107,437482.56
223108,455642.94
223109,445828.84
223110,454821.5
223111,445228.87
223112,429053.53
223113,464886.12
223114,454762.56
223115,448097.13
223116,448350.37
223117,420825.46
223118,421370.56
223119,409989.43
223120,457064.46
223121,464718.03
223122,467256.79
223123,454565.0
223124,447889.75
223125,457103.76
223126,440372.69
223127,411343.64
223128,437155.25
223129,411353.47
223130,438227.74
223131,421468.23
223132,503279.52
223133,472667.22
223134,497154.42
223135,496092.68
223136,506147.46
223137,497105.3
223138,486451.24
223139,480403.7
223140,468565.08
223141,467774.11
223142,493012.97
223143,503146.36
223144,492983.5
223145,492605.17
223146,494987.77
223147,484130.03
223148,512812.2
223149,512822.02
223150,555977.89
223151,496865.58
223152,468272.88
223153,545061.98
223154,496934.36
223155,527007.91
223156,485131.67
223157,470041.35
223158,480027.47
223159,524916.57
223160,521806.54
223161,524916.57
223162,518657.86
223163,522325.25
223164,522315.42
223165,566676.49
223166,557048.26
223167,548913.67
223168,568207.33
223169,264042.4
223170,373816.79
223171,390320.25
223172,386974.63
223173,568028.27
223174,448539.13
223175,433891.87
223176,423153.31
223177,430380.23
223178,403720.58
223179,420889.03
223180,438999.81
223181,413624.8
223182,421483.41
223183,484619.9
223184,411417.77
223185,408118.08
223186,427289.39
223187,425094.28
223188,670432.43
223189,427686.0
223190,684737.54
223191,384385.13
223192,403247.7
223193,379970.82
223194,746892.75
223195,568178.64
223196,643240.66
223197,636133.48
223198,648560.95
223199,649266.47
223200,736611.45
223201,663206.16
223202,775229.42
223203,633999.94
223204,524547.37
223205,663638.46
223206,763836.66
223207,548431.04
223208,654298.18
223209,525083.65
223210,630093.5
223211,516899.05
223212,510213.97
223213,639104.75
223214,655500.83
223215,629767.06
223216,629767.06
223217,763072.94
223218,619282.19
223219,612840.53
223220,667767.77
223221,622130.43
223222,752028.53
223223,652152.12
223224,785904.55
223225,771390.37
223226,800829.92
223227,893765.24
223228,720494.33
223229,819256.47
223230,656631.85
223231,745325.86
223232,698150.68
223233,801799.71
223234,384936.16
223235,387838.72
223236,378280.56
223237,397835.59
223238,362274.73
223239,368911.6
223240,350776.52
223241,426753.7
223242,343712.11
223243,360201.04
223244,356090.97
223245,379118.35
223246,367491.35
223247,338259.37
223248,343566.47
223249,354260.17
223250,341723.28
223251,373270.9
223252,365966.35
223253,361204.24
223254,313619.43
223255,346743.82
223256,393516.22
223257,347244.25
223258,323902.01
223259,339537.3
223260,443660.41
223261,458560.88
223262,444871.37
223263,455166.58
223264,427829.26
223265,440188.48
223266,423722.53
223267,461216.28
223268,457626.28
223269,435191.02
223270,415230.87
223271,433623.16
223272,440559.78
223273,419779.38
223274,460550.94
223275,426534.05
223276,491147.89
223277,402837.57
223278,431135.44
223279,535624.44
223280,542260.39
223281,548749.52
223282,576696.16
223283,553121.18
223284,515608.43
223285,280892.23
223286,226859.52
223287,219773.01
223288,197189.63
223289,243962.03
223290,243962.03
223291,206634.12
223292,405547.13
223293,381207.16
223294,341696.84
223295,331563.45
223296,319093.8
223297,302304.82
223298,401100.61
223299,359351.06
223300,372499.12
223301,416984.62
223302,398266.83
223303,407577.9
223304,390749.62
223305,442691.36
223306,397966.86
223307,398045.24
223308,417609.77
223309,472059.71
223310,502617.4
223311,425306.96
223312,390588.68
223313,387489.13
223314,383952.73
223315,444136.93
223316,476669.28
223317,385752.37
223318,491379.98
223319,448763.6
223320,465204.16
223321,470089.47
223322,448802.9
223323,453479.25
223324,502884.32
223325,459055.6
223326,475864.23
223327,509270.09
223328,529994.39
223329,435144.5
223330,501494.31
223331,495393.46
223332,386781.27
223333,382754.4
223334,394269.0
223335,442630.88
223336,407920.06
223337,407920.06
223338,398239.85
223339,406426.19
223340,396331.08
223341,423225.0
223342,484892.33
223343,396331.08
223344,443132.96
223345,420719.77
223346,382961.82
223347,501609.27
223348,488750.72
223349,438512.07
223350,419567.25
223351,438586.5
223352,465518.46
223353,466339.65
223354,494848.72
223355,415872.87
223356,399122.15
223357,399131.98
223358,445806.13
223359,445343.45
223360,409197.62
223361,409168.15
223362,391405.32
223363,426006.25
223364,409099.37
223365,409168.15
223366,425986.6
223367,425917.83
223368,415872.87
223369,372161.48
223370,398556.32
223371,388794.46
223372,405226.12
223373,404016.08
223374,371571.12
223375,388750.5
223376,381092.62
223377,399675.29
223378,429049.14
223379,459866.17
223380,485564.17
223381,496533.63
223382,466511.94
223383,387882.57
223384,446758.37
223385,522033.65
223386,518462.51
223387,466656.5
223388,443088.98
223389,508356.93
223390,493086.23
223391,436624.98
223392,419834.97
223393,429890.79
223394,493054.97
223395,474549.97
223396,474559.8
223397,464474.5
223398,480165.44
223399,464522.91
223400,499074.72
223401,469347.95
223402,463271.73
223403,461660.59
223404,484799.92
223405,493772.31
223406,551833.13
223407,489556.38
223408,478307.56
223409,466566.25
223410,458898.54
223411,490239.22
223412,484771.04
223413,505607.77
223414,478085.97
223415,468020.33
223416,517374.96
223417,461235.13
223418,511156.21
223419,470632.03
223420,507322.51
223421,480438.41
223422,563057.09
223423,490504.05
223424,480438.41
223425,507322.51
223426,546687.03
223427,471198.82
223428,482839.17
223429,482839.17
223430,510728.58
223431,498700.44
223432,483066.47
223433,483056.64
223434,482839.17
223435,496480.02
223436,502733.41
223437,504523.67
223438,483880.87
223439,459831.78
223440,444354.03
223441,458191.96
223442,482074.16
223443,485059.86
223444,448126.31
223445,474926.48
223446,530787.1
223447,530787.1
223448,600932.3
223449,594247.22
223450,568330.14
223451,581683.64
223452,604275.27
223453,565565.49
223454,593152.23
223455,576411.34
223456,565787.23
223457,591899.81
223458,557178.78
223459,637574.68
223460,585609.69
223461,625098.31
223462,345543.92
223463,330192.57
223464,317747.69
223465,344181.94
223466,325444.87
223467,363282.69
223468,367640.9
223469,364528.4
223470,446472.84
223471,504597.23
223472,450846.45
223473,429348.85
223474,439385.02
223475,434714.55
223476,471012.49
223477,475261.4
223478,482456.99
223479,442561.45
223480,445837.85
223481,413521.66
223482,482090.21
223483,455628.71
223484,496056.02
223485,508621.24
223486,479303.82
223487,495262.92
223488,500730.35
223489,591139.75
223490,560269.42
223491,572110.71
223492,563975.55
223493,563975.55
223494,587844.25
223495,568892.6
223496,723124.73
223497,698123.21
223498,723512.99
223499,707037.38
223500,710670.72
223501,693842.44
223502,316630.74
223503,292173.02
223504,284356.74
223505,408114.42
223506,332537.89
223507,373164.09
223508,359119.69
223509,326077.81
223510,338713.31
223511,349314.7
223512,349088.73
223513,334990.78
223514,335515.27
223515,335417.03
223516,335023.23
223517,327245.45
223518,351693.35
223519,353630.58
223520,299450.1
223521,341916.04
223522,348640.41
223523,323263.54
223524,333287.91
223525,332882.48
223526,319828.17
223527,331558.86
223528,313805.86
223529,331519.56
223530,319828.17
223531,357771.53
223532,319975.54
223533,332096.77
223534,334783.09
223535,320077.11
223536,471381.81
223537,449216.39
223538,474846.83
223539,465082.96
223540,451098.14
223541,471578.65
223542,474657.51
223543,485169.8
223544,475782.01
223545,433458.7
223546,421818.72
223547,471055.92
223548,458979.71
223549,473860.72
223550,470129.81
223551,487029.37
223552,496406.62
223553,476458.76
223554,481953.22
223555,456194.96
223556,485234.65
223557,470551.73
223558,475129.71
223559,458254.53
223560,450498.4
223561,474965.95
223562,443915.8
223563,398899.99
223564,384677.31
223565,385074.69
223566,443678.4
223567,455737.4
223568,381401.29
223569,465025.69
223570,484973.64
223571,448069.7
223572,459779.19
223573,475595.89
223574,446372.76
223575,436098.22
223576,446085.26
223577,471830.12
223578,451891.43
223579,390009.46
223580,442211.41
223581,434327.56
223582,442201.59
223583,735972.17
223584,702156.85
223585,537818.48
223586,551525.01
223587,541776.43
223588,563867.92
223589,527360.42
223590,534870.93
223591,528425.64
223592,559320.02
223593,729169.31
223594,686571.32
223595,561071.31
223596,557749.68
223597,559111.13
223598,531803.43
223599,524666.27
223600,524106.25
223601,556589.77
223602,555100.23
223603,537450.73
223604,560068.43
223605,554543.18
223606,534645.03
223607,542084.02
223608,588212.61
223609,543759.01
223610,565261.29
223611,540130.85
223612,525956.68
223613,525607.36
223614,511627.9
223615,521693.54
223616,539757.23
223617,509869.52
223618,550060.79
223619,532129.7
223620,651583.98
223621,659631.61
223622,651019.21
223623,680148.14
223624,664710.96
223625,774093.51
223626,690370.67
223627,676863.45
223628,690203.65
223629,675230.04
223630,665135.95
223631,658900.51
223632,692955.04
223633,669456.34
223634,684648.85
223635,793361.16
223636,211327.97
223637,194640.59
223638,317955.77
223639,325652.95
223640,342403.67
223641,370663.13
223642,365186.42
223643,299885.91
223644,314302.32
223645,334467.19
223646,314302.32
223647,348386.58
223648,289283.45
223649,306605.14
223650,350078.22
223651,305102.98
223652,292182.11
223653,302620.42
223654,321853.69
223655,316228.11
223656,277093.11
223657,338470.1
223658,346127.98
223659,418213.17
223660,400042.47
223661,407867.38
223662,424627.92
223663,338790.91
223664,385799.94
223665,313731.16
223666,663734.44
223667,580951.48
223668,557282.9
223669,776732.17
223670,616624.02
223671,615821.0
223672,556230.73
223673,586262.25
223674,625613.54
223675,550123.34
223676,451733.84
223677,441669.23
223678,717881.25
223679,758745.83
223680,758736.0
223681,764924.68
